Order ID,Order Date,CustomerName,State,City,Order ID.1,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Year,Month,Quarter,Day,Weekday,Profit_Margin_%,Avg_Price,Order_Type,Profit_Status,Customer_Total_Spend,Total_Orders,Customer_Total_Profit,Customer_Segment,Profit_Category,Average_Customer_Spend,Estimated_CLV,Discount_Impact,Sales_Performance
Unknown,,Unknown,Unknown,Unknown,B-25630,40,-7,3,Clothing,Stole,COD,,,,,,-17.5,13.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25999,352,74,8,Clothing,Stole,Debit Card,,,,,,21.02,44.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25648,55,-26,4,Clothing,Saree,UPI,,,,,,-47.27,13.75,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25952,352,18,5,Clothing,Trousers,Debit Card,,,,,,5.11,70.4,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25710,53,-18,4,Clothing,T-shirt,UPI,,,,,,-33.96,13.25,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25685,51,7,2,Furniture,Furnishings,UPI,,,,,,13.73,25.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25740,40,-37,3,Clothing,Stole,COD,,,,,,-92.5,13.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25973,39,14,5,Clothing,Leggings,COD,,,,,,35.9,7.8,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25769,355,-4,2,Clothing,Saree,Debit Card,,,,,,-1.13,177.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25687,357,139,2,Clothing,Saree,Debit Card,,,,,,38.94,178.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25603,38,18,1,Clothing,Kurti,COD,,,,,,47.37,38.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26050,38,9,2,Clothing,Stole,COD,,,,,,23.68,19.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25748,141,10,4,Clothing,Shirt,UPI,,,,,,7.09,35.25,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25833,36,4,9,Clothing,Hankerchief,COD,,,,,,11.11,4.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25930,351,-94,5,Electronics,Electronic Games,COD,,,,,,-26.78,70.2,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26035,369,15,3,Electronics,Electronic Games,Debit Card,,,,,,4.07,123.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25851,53,24,6,Clothing,Hankerchief,EMI,,,,,,45.28,8.83,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25718,371,115,1,Furniture,Bookcases,Debit Card,,,,,,31.0,371.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25898,499,33,4,Clothing,Saree,COD,,,,,,6.61,124.75,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25893,223,62,7,Clothing,Shirt,COD,,,,,,27.8,31.86,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25983,50,-4,6,Clothing,T-shirt,EMI,,,,,,-8.0,8.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26056,391,90,6,Electronics,Phones,Debit Card,,,,,,23.02,65.17,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25715,416,137,3,Electronics,Phones,Debit Card,,,,,,32.93,138.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25702,424,-17,9,Furniture,Chairs,Debit Card,,,,,,-4.01,47.11,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25618,362,127,1,Furniture,Bookcases,COD,,,,,,35.08,362.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25643,36,-7,1,Electronics,Electronic Games,COD,,,,,,-19.44,36.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25961,34,-10,3,Clothing,Skirt,COD,,,,,,-29.41,11.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25873,367,73,3,Electronics,Electronic Games,UPI,,,,,,19.89,122.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26053,425,208,7,Clothing,Saree,Debit Card,,,,,,48.94,60.71,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25683,433,26,3,Electronics,Printers,Debit Card,,,,,,6.0,144.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25718,460,31,3,Furniture,Bookcases,Debit Card,,,,,,6.74,153.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25753,62,-56,5,Clothing,Kurti,COD,,,,,,-90.32,12.4,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25852,50,16,1,Clothing,Stole,EMI,,,,,,32.0,50.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25914,460,-143,3,Furniture,Chairs,Debit Card,,,,,,-31.09,153.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26083,34,3,3,Clothing,Saree,COD,,,,,,8.82,11.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25857,227,59,2,Furniture,Furnishings,UPI,,,,,,25.99,113.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25939,469,33,4,Electronics,Electronic Games,Debit Card,,,,,,7.04,117.25,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25851,103,46,2,Clothing,Saree,UPI,,,,,,44.66,51.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25699,34,-13,5,Clothing,Leggings,COD,,,,,,-38.24,6.8,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26078,137,63,3,Clothing,Stole,COD,,,,,,45.99,45.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26075,34,12,2,Clothing,Stole,COD,,,,,,35.29,17.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25956,474,56,4,Electronics,Phones,Debit Card,,,,,,11.81,118.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25861,50,3,2,Clothing,Stole,EMI,,,,,,6.0,25.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25777,69,-67,4,Clothing,Kurti,UPI,,,,,,-97.1,17.25,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25634,389,-83,3,Furniture,Chairs,UPI,,,,,,-21.34,129.67,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25753,77,-43,8,Clothing,Stole,COD,,,,,,-55.84,9.62,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25687,51,21,3,Clothing,T-shirt,COD,,,,,,41.18,17.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25885,394,146,2,Furniture,Bookcases,UPI,,,,,,37.06,197.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25767,48,-22,2,Clothing,Saree,EMI,,,,,,-45.83,24.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25961,34,-12,5,Clothing,Leggings,COD,,,,,,-35.29,6.8,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25923,484,28,3,Electronics,Printers,Debit Card,,,,,,5.79,161.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25799,47,-27,4,Clothing,Saree,EMI,,,,,,-57.45,11.75,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25955,45,8,4,Clothing,Skirt,EMI,,,,,,17.78,11.25,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26015,128,55,1,Clothing,Saree,COD,,,,,,42.97,128.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26051,669,74,5,Furniture,Bookcases,COD,,,,,,11.06,133.8,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25822,34,13,2,Clothing,Saree,COD,,,,,,38.24,17.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25989,44,14,3,Clothing,Hankerchief,Credit Card,,,,,,31.82,14.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25910,33,1,2,Clothing,Shirt,COD,,,,,,3.03,16.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25956,33,10,3,Clothing,Hankerchief,COD,,,,,,30.3,11.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25986,487,-23,3,Electronics,Printers,Debit Card,,,,,,-4.72,162.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26098,497,179,3,Furniture,Chairs,Debit Card,,,,,,36.02,165.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26061,508,203,2,Electronics,Accessories,Debit Card,,,,,,39.96,254.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25954,524,-25,2,Electronics,Electronic Games,Debit Card,,,,,,-4.77,262.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26034,425,183,5,Electronics,Accessories,UPI,,,,,,43.06,85.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25909,168,56,3,Clothing,Saree,COD,,,,,,33.33,56.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25692,141,28,7,Furniture,Furnishings,UPI,,,,,,19.86,20.14,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25959,429,17,3,Furniture,Chairs,UPI,,,,,,3.96,143.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25745,44,-8,3,Clothing,Stole,Credit Card,,,,,,-18.18,14.67,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25689,149,136,3,Clothing,Stole,UPI,,,,,,91.28,49.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25786,44,-34,3,Clothing,Stole,Credit Card,,,,,,-77.27,14.67,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25897,33,10,3,Clothing,Hankerchief,COD,,,,,,30.3,11.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26056,33,9,2,Clothing,Hankerchief,COD,,,,,,27.27,16.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25855,442,31,2,Electronics,Electronic Games,UPI,,,,,,7.01,221.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25667,41,6,5,Clothing,Skirt,Credit Card,,,,,,14.63,8.2,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25701,33,-12,5,Clothing,Hankerchief,COD,,,,,,-36.36,6.6,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26046,32,3,8,Clothing,Hankerchief,COD,,,,,,9.38,4.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25676,32,6,3,Clothing,Shirt,COD,,,,,,18.75,10.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26045,179,77,1,Clothing,Saree,UPI,,,,,,43.02,179.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25889,31,10,1,Clothing,Kurti,COD,,,,,,32.26,31.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25900,140,68,5,Clothing,T-shirt,COD,,,,,,48.57,28.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25685,529,137,3,Electronics,Phones,Debit Card,,,,,,25.9,176.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25622,534,0,3,Clothing,Saree,Debit Card,,,,,,0.0,178.0,Low Value,Break Even,231829,1000,18447,High Value,Loss,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25709,41,-6,1,Furniture,Chairs,Credit Card,,,,,,-14.63,41.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25798,379,63,2,Clothing,Saree,COD,,,,,,16.62,189.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25933,81,-44,3,Clothing,Stole,COD,,,,,,-54.32,27.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25793,40,-33,5,Clothing,Hankerchief,Credit Card,,,,,,-82.5,8.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25951,40,18,1,Electronics,Accessories,Credit Card,,,,,,45.0,40.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25656,534,0,3,Clothing,Saree,Debit Card,,,,,,0.0,178.0,Low Value,Break Even,231829,1000,18447,High Value,Loss,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26056,31,9,2,Clothing,Hankerchief,COD,,,,,,29.03,15.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25870,473,-113,9,Clothing,Hankerchief,UPI,,,,,,-23.89,52.56,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25690,31,-10,3,Clothing,Skirt,COD,,,,,,-32.26,10.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25702,31,-3,4,Clothing,Saree,COD,,,,,,-9.68,7.75,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25752,91,15,6,Clothing,T-shirt,UPI,,,,,,16.48,15.17,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25781,30,-25,2,Clothing,T-shirt,COD,,,,,,-83.33,15.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26038,30,6,1,Clothing,T-shirt,COD,,,,,,20.0,30.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25761,40,0,3,Clothing,Saree,Credit Card,,,,,,0.0,13.33,Low Value,Break Even,231829,1000,18447,High Value,Loss,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25751,534,5,2,Electronics,Electronic Games,Debit Card,,,,,,0.94,267.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25750,539,-146,7,Furniture,Furnishings,Debit Card,,,,,,-27.09,77.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25726,490,-128,8,Furniture,Bookcases,UPI,,,,,,-26.12,61.25,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26048,163,81,2,Electronics,Accessories,COD,,,,,,49.69,81.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26051,184,85,6,Clothing,T-shirt,UPI,,,,,,46.2,30.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25614,494,54,4,Furniture,Bookcases,COD,,,,,,10.93,123.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25907,30,11,5,Clothing,Hankerchief,COD,,,,,,36.67,6.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25789,30,0,1,Clothing,Kurti,COD,,,,,,0.0,30.0,Low Value,Break Even,231829,1000,18447,High Value,Loss,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26097,39,-18,2,Clothing,Leggings,Credit Card,,,,,,-46.15,19.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25902,1700,85,3,Clothing,Trousers,COD,,,,,,5.0,566.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25657,332,-43,6,Electronics,Phones,UPI,,,,,,-12.95,55.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25854,436,131,9,Clothing,Hankerchief,UPI,,,,,,30.05,48.44,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25610,30,-5,2,Furniture,Furnishings,COD,,,,,,-16.67,15.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25733,30,-10,2,Clothing,Stole,COD,,,,,,-33.33,15.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25798,38,-13,3,Clothing,Stole,Credit Card,,,,,,-34.21,12.67,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25803,511,194,3,Furniture,Chairs,UPI,,,,,,37.96,170.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25755,37,-53,3,Clothing,Saree,Credit Card,,,,,,-143.24,12.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25850,513,215,2,Electronics,Accessories,COD,,,,,,41.91,256.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25667,516,69,4,Furniture,Bookcases,UPI,,,,,,13.37,129.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25796,559,-19,2,Clothing,Trousers,Debit Card,,,,,,-3.4,279.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26013,29,-10,3,Clothing,Skirt,COD,,,,,,-34.48,9.67,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25683,148,52,5,Clothing,Stole,UPI,,,,,,35.14,29.6,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26054,559,-174,2,Electronics,Electronic Games,Debit Card,,,,,,-31.13,279.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26010,527,26,3,Electronics,Electronic Games,COD,,,,,,4.93,175.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25979,560,44,3,Clothing,Saree,Debit Card,,,,,,7.86,186.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25973,571,108,12,Clothing,Stole,Debit Card,,,,,,18.91,47.58,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25975,29,2,3,Clothing,Skirt,COD,,,,,,6.9,9.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26010,29,3,2,Clothing,Stole,COD,,,,,,10.34,14.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25767,29,-3,3,Clothing,Saree,COD,,,,,,-10.34,9.67,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25815,35,14,2,Clothing,Stole,Credit Card,,,,,,40.0,17.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25853,579,139,3,Electronics,Printers,Debit Card,,,,,,24.01,193.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25756,29,-24,4,Clothing,Leggings,COD,,,,,,-82.76,7.25,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25755,593,213,4,Furniture,Bookcases,Debit Card,,,,,,35.92,148.25,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25996,217,72,2,Furniture,Furnishings,COD,,,,,,33.18,108.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25619,353,90,8,Clothing,Saree,COD,,,,,,25.5,44.12,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26050,382,92,2,Electronics,Printers,COD,,,,,,24.08,191.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26000,597,93,4,Furniture,Chairs,Debit Card,,,,,,15.58,149.25,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26058,212,97,7,Clothing,Hankerchief,COD,,,,,,45.75,30.29,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
